Waypoints
Date,Name,Latitude,Longitude,Altitude (m),Notes
2025-10-02T17:03:44Z,Start,33.78677, -84.39207,270.75832748413086,"",""
2025-10-02T18:19:10Z,End,33.78651, -84.39207,270.5471465084702,"",""
Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio,Heart Rate (bpm)
2025-10-02T17:05:27Z,2025-10-02T13:05:27Z,102.0105220079422,33.78673, -84.39308,5.497578127673576,268.9357026685029,4.412372662277801,94.30151054455584,1.2275022324195513,1.346179638064194,261.81929410044586,238.5512237548828,244.16268920898438,10.882657051086426,68.64567392781939,0.0
2025-10-02T17:05:34Z,2025-10-02T13:05:34Z,109.01439201831818,33.78672, -84.39320,4.997263981672884,269.378454355523,3.8087071684103915,105.38705087772465,1.570020147787734,1.5220220591223494,271.71994899292,238.5512237548828,244.16268920898438,10.882657051086426,18.452618285281087,0.0
2025-10-02T17:05:49Z,2025-10-02T13:05:49Z,124.01174807548523,33.78670, -84.39331,5.094394507103106,270.5464220792055,3.9961113457036834,116.03623625665095,1.8075661814460184,0.3017236135189732,243.8794191957607,238.5512237548828,244.16268920898438,10.882657051086426,-1617.0795291779211,0.0
2025-10-02T17:05:56Z,2025-10-02T13:05:56Z,131.01091599464417,33.78670, -84.39342,5.125130704135046,271.02644488494843,4.126264467277043,126.0782435724205,1.41299708125582,1.4068895693647516,261.87960306610694,238.5512237548828,244.16268920898438,10.882657051086426,24.203872779762463,0.0
2025-10-02T17:06:04Z,2025-10-02T13:06:04Z,139.01346707344055,33.78670, -84.39353,4.747869000717096,271.51327769551426,3.9260712895565804,136.5992092829246,1.16743146966087,1.5869755732842785,273.6638476478431,238.5512237548828,244.16268920898438,10.882657051086426,10.983099159493884,0.0
2025-10-02T17:06:11Z,2025-10-02T13:06:11Z,146.01010608673096,33.78670, -84.39364,4.787722041222106,271.4591984972358,3.885985525767733,146.63879701354972,1.3191027867715919,1.548758904068799,284.80639153515085,238.5512237548828,244.16268920898438,10.882657051086426,42.656571940016946,0.0
2025-10-02T17:06:19Z,2025-10-02T13:06:19Z,154.01369297504425,33.78667, -84.39374,5.378916786517432,272.07953476160765,3.0,156.6745272750511,0.8935179421051922,1.587775719342771,266.9993729059545,238.5512237548828,244.16268920898438,10.882657051086426,28.73549884857778,0.0
2025-10-02T17:06:25Z,2025-10-02T13:06:25Z,160.0138120651245,33.78664, -84.39385,5.556862046475191,272.32989275828004,3.1103380881895015,167.18051582555046,1.2888432406361685,1.2405438905151591,256.55271743442506,238.5512237548828,244.16268920898438,10.882657051086426,24.820593512871778,0.0
2025-10-02T17:06:33Z,2025-10-02T13:06:33Z,168.01084899902344,33.78662, -84.39397,6.027472688272227,273.36098860483617,3.7593629393248493,178.83981257218068,0.9999784276816194,1.6933290437052513,267.6342957080523,238.5512237548828,244.16268920898438,10.882657051086426,26.02027099841882,0.0
2025-10-02T17:06:39Z,2025-10-02T13:06:39Z,174.0136500597,33.78660, -84.39409,6.096783056907697,273.75722952745855,4.314542699720562,189.2625572603382,1.3272509825020962,1.7340814723491969,266.85506327173755,232.8444366455078,238.45590209960938,10.969799041748047,22.62120012615621,0.0
2025-10-02T17:06:47Z,2025-10-02T13:06:47Z,182.01033902168274,33.78660, -84.39420,5.255266822138959,274.64655586052686,4.054048208584584,199.70230575237915,1.0761217470532818,1.4098428035372388,261.20839460472007,232.8444366455078,238.45590209960938,10.969799041748047,10.923997426343773,0.0
2025-10-02T17:06:55Z,2025-10-02T13:06:55Z,190.00963008403778,33.78663, -84.39432,5.181215753041978,275.3743721861392,3.0,211.62738396972048,2.020566990992956,1.303015981335952,281.6053321346742,232.8444366455078,238.45590209960938,10.969799041748047,15.785104865695269,0.0
